p,1001,0
k,10b1,0
q,10c1,0
t,1301,0
f,1711,0
θ,1721,0
s,1731,0
ʃ,1741,0
h,17f1,0
t͡ʃ,1b41,0
b,4001,0
d,4031,0
g,40b1,0
m,4301,0
n,4331,0
ŋ,43b1,0
ɾ,4531,0
v,4711,0
ð,4721,0
z,4731,0
ʒ,4741,0
d͡ʒ,4b41,0
ɹ,4c31,0
j,4c91,0
w,4ca1,0
l,4d31,0
ʔ,4f01,0
m̥,10004301,0
n̥,10004331,0
ɹ̥,10004c31,0
l̥,10004d31,0
i,4002,0
ɪ,4012,0
ɛ,4042,0
æ,4052,0
ə,4132,0
ʌ,4242,0
ɑ,4262,0
u,24202,0
ʊ,24212,0
o,24222,0
ɔ,24242,0
