p,1,0
k,b1,0
t,301,0
f,711,0
θ,721,0
s,731,0
ʃ,741,0
h,7f1,0
t͡ʃ,b41,0
b,1001,0
d,1031,0
g,10b1,0
ʔ,10f1,0
m,1301,0
n,1331,0
ŋ,13b1,0
ɾ,1531,0
v,1711,0
ð,1721,0
z,1731,0
ʒ,1741,0
d͡ʒ,1b41,0
ɹ,1c31,0
j,1c91,0
w,1ca1,0
l,1d31,0
pʰ,1000001,0
m̩,10001301,0
n̩,10001331,0
ɹ̩,10001c31,0
l̩,10001d31,0
i,1002,0
ɪ,1012,0
ɛ,1042,0
æ,1052,0
ə,1132,0
ʌ,1242,0
ɑ,1262,0
u,21202,0
ʊ,21212,0
o,21222,0
ɔ,21242,0
